Cust_ID,Inv_No,Photo_Type,Inv_Date,Amount
13815,44521,SelfTaken.,2013-01-03,24.98
16488,44522,Official,2013-01-03,22.27
14590,44523,Wedding,2013-01-03,334.05
12854,44524,SelfTaken.,2013-01-03,23.84
4414,44525,SelfTaken,2013-01-03,21.77
8808,44526,Official,2013-01-03,23.98
7898,44527,Wedding.,2013-01-03,337.01
8955,44528,Wedding,2013-01-03,325.37
7936,44529,,2013-01-03,24.189999999999998
14043,44530,School,2013-01-03,20.84
16899,44531,Engagement,2013-01-03,333.62
15912,44532,Official.,2013-01-03,22.53
14548,44533,SelfTaken,2013-01-03,25.869999999999997
12704,44534,SelfTaken.,2013-01-03,20.36
13466,44535,Passport,2013-01-03,35.37
2937,44536,,2013-01-03,27.13
10460,44537,Engagement.,2013-01-03,334.82
16407,44538,Wedding.,2013-01-03,327.05
15419,44539,,2013-01-03,29.759999999999998
13236,44540,Wedding,2013-01-03,331.7
15772,44541,Passport.,2013-01-03,26.78
3247,44542,Engagement,2013-01-03,321.5
7301,44543,Passport.,2013-01-03,24.060000000000002
4119,44544,Engagement.,2013-01-03,321.6
6468,44545,Passport.,2013-01-03,24.98
3682,44546,School,2013-01-03,28.0
2651,44547,School,2013-01-03,26.12
7538,44548,School.,2013-01-03,33.2
15762,44549,School.,2013-01-03,23.27
5630,44550,Wedding,2013-01-03,322.81
5700,44551,School,2013-01-03,22.28
9233,44552,SelfTaken.,2013-01-03,24.17
2979,44553,Official,2013-01-03,28.04
8167,44554,Passport.,2013-01-03,28.08
16954,44555,Wedding.,2013-01-03,339.71
3240,44556,Engagement,2013-01-03,337.93
6886,44557,Official,2013-01-03,28.45
2701,44558,Wedding.,2013-01-03,322.56
16702,44559,SelfTaken,2013-01-03,36.230000000000004
4996,44560,Wedding,2013-01-03,323.07
13864,44561,Official.,2013-01-03,37.47
16178,44562,Passport,2013-01-03,27.54
13745,44563,Engagement,2013-01-03,347.9
14314,44564,SelfTaken,2013-01-03,24.86
10101,44565,Engagement,2013-01-03,327.53
3340,44566,Wedding,2013-01-03,324.43
6136,44567,Official.,2013-01-03,22.46
12562,44568,Wedding.,2013-01-03,345.97
14504,44569,Wedding,2013-01-03,327.91
15752,44570,Wedding,2013-01-03,332.58
7536,44571,SelfTaken,2013-01-03,23.67
10807,44572,Passport.,2013-01-03,27.15
3263,44573,SelfTaken.,2013-01-03,28.11
13266,44574,Passport.,2013-01-03,44.8
5601,44575,Wedding.,2013-01-03,338.15
12603,44576,,2013-01-03,46.83
10339,44577,Official.,2013-01-03,28.369999999999997
14559,44578,SelfTaken,2013-01-03,24.21
15892,44579,Wedding.,2013-01-03,324.55
6010,44580,Engagement.,2013-01-03,330.46
10847,44581,School.,2013-01-03,20.98
16353,44582,SelfTaken.,2013-01-03,32.34
7118,44583,Official,2013-01-03,24.6
14122,44584,SelfTaken.,2013-01-03,35.620000000000005
15164,44585,Passport.,2013-01-03,21.740000000000002
3816,44586,Wedding.,2013-01-03,329.51
16151,44587,Passport,2013-01-03,41.16
15837,44588,School.,2013-01-03,20.47
11776,44589,Official,2013-01-03,21.990000000000002
10647,44590,School.,2013-01-03,30.68
4152,44591,Official.,2013-01-03,23.63
14677,44592,SelfTaken,2013-01-03,27.22
13075,44593,Official.,2013-01-03,21.060000000000002
11839,44594,Wedding.,2013-01-03,322.35
7085,44595,Passport,2013-01-03,21.98
7491,44596,Wedding.,2013-01-03,338.21
13119,44597,Wedding,2013-01-03,324.25
11334,44598,School.,2013-01-03,22.79
16515,44599,Engagement,2013-01-03,329.14
14357,44600,Engagement,2013-01-03,321.14
5818,44601,Engagement.,2013-01-03,328.14
9551,44602,Official.,2013-01-03,28.98
8536,44603,Official,2013-01-03,20.48
11708,44604,Engagement,2013-01-03,334.85
6818,44605,Engagement.,2013-01-03,332.7
11567,44606,Wedding.,2013-01-03,321.9
6916,44607,Official.,2013-01-03,27.27
4170,44608,SelfTaken,2013-01-03,26.42
4466,44609,,2013-01-03,27.490000000000002
5357,44610,Official.,2013-01-03,29.14
2716,44611,Official.,2013-01-03,30.5
13787,44612,Wedding,2013-01-03,329.47
5105,44613,School,2013-01-03,28.189999999999998
13655,44614,Passport.,2013-01-03,28.509999999999998
3018,44615,Passport.,2013-01-03,30.1
15517,44616,SelfTaken.,2013-01-03,25.68
7615,44617,,2013-01-03,22.18
5640,44618,Passport.,2013-01-03,28.86
7508,44619,Wedding.,2013-01-03,333.42
3496,44620,School,2013-01-03,22.21
16528,44621,School,2013-01-03,36.47
16138,44622,Official.,2013-01-03,20.98
10229,44623,Engagement.,2013-01-03,327.63
12999,44624,School.,2013-01-03,33.75
7884,44625,,2013-01-03,27.58
16543,44626,Engagement,2013-01-03,326.41
6025,44627,Official.,2013-01-03,21.14
7207,44628,Engagement.,2013-01-03,333.79
2622,44629,Engagement,2013-01-03,325.94
5122,44630,Wedding.,2013-01-03,321.89
13533,44631,Engagement,2013-01-03,334.51
9932,44632,School,2013-01-03,25.62
7576,44633,SelfTaken,2013-01-03,24.71
8689,44634,Engagement.,2013-01-03,326.98
13985,44635,Official,2013-01-03,38.96
6788,44636,SelfTaken,2013-01-03,29.89
9907,44637,Official.,2013-01-03,32.26
14036,44638,School.,2013-01-03,30.93
6100,44639,Engagement.,2013-01-03,320.72
8499,44640,School.,2013-01-03,39.2
7189,44641,SelfTaken,2013-01-03,24.98
7091,44642,Official.,2013-01-03,20.08
11821,44643,,2013-01-03,26.35
16136,44644,,2013-01-03,34.42
8311,44645,SelfTaken,2013-01-03,22.990000000000002
14143,44646,Passport.,2013-01-03,32.43
11125,44647,School,2013-01-03,25.64
4847,44648,Passport.,2013-01-03,24.04
8679,44649,Engagement.,2013-01-03,328.75
4784,44650,Official.,2013-01-03,21.27
4030,44651,Official.,2013-01-03,23.6
10826,44652,Wedding,2013-01-03,323.16
6924,44653,Official.,2013-01-03,26.1
2646,44654,Passport.,2013-01-03,28.92
12324,44655,Official,2013-01-03,20.060000000000002
8884,44656,Wedding.,2013-01-03,331.33
15659,44657,School.,2013-01-03,20.04
10395,44658,Engagement,2013-01-03,327.66
16795,44659,SelfTaken,2013-01-03,30.229999999999997
14957,44660,Engagement.,2013-01-03,333.45
9674,44661,Engagement.,2013-01-03,341.38
16351,44662,Engagement.,2013-01-03,336.74
16684,44663,Official,2013-01-03,25.03
14122,44664,SelfTaken.,2013-01-03,26.87
9050,44665,Official,2013-01-03,26.18
15333,44666,School.,2013-01-03,28.990000000000002
5423,44667,SelfTaken,2013-01-03,29.59
8556,44668,Passport.,2013-01-03,35.87
7745,44669,Wedding,2013-01-03,326.29
2907,44670,Passport.,2013-01-03,25.1
14278,44671,SelfTaken.,2013-01-03,21.37
3820,44672,Engagement,2013-01-03,323.9
15021,44673,SelfTaken,2013-01-03,31.7
16376,44674,SelfTaken,2013-01-03,33.019999999999996
6288,44675,Engagement.,2013-01-03,325.11
8541,44676,Official.,2013-01-03,24.65
7424,44677,School.,2013-01-03,27.73
9824,44678,Passport,2013-01-03,34.58
2778,44679,Official.,2013-01-03,20.83
4123,44680,,2013-01-03,29.240000000000002
13759,44681,Wedding.,2013-01-03,327.98
12010,44682,Official.,2013-01-03,33.17
8228,44683,Engagement.,2013-01-03,328.26
9406,44684,School,2013-01-03,36.739999999999995
5507,44685,Passport,2013-01-03,28.8
14224,44686,,2013-01-03,22.92
11992,44687,Official.,2013-01-03,22.11
11725,44688,School.,2013-01-03,28.83
14444,44689,Official,2013-01-03,23.89
8864,44690,Engagement,2013-01-03,339.37
14698,44691,Wedding,2013-01-03,329.62
12616,44692,Official,2013-01-03,28.84
12711,44693,Engagement,2013-01-03,332.45
10755,44694,School.,2013-01-03,31.65
9829,44695,Engagement.,2013-01-03,320.02
11225,44696,SelfTaken.,2013-01-03,27.759999999999998
10610,44697,Engagement.,2013-01-03,330.6
5275,44698,Passport,2013-01-03,25.42
16176,44699,School.,2013-01-03,20.73
5361,44700,Official,2013-01-03,32.24
8574,44701,Official.,2013-01-03,30.73
6186,44702,School.,2013-01-03,39.650000000000006
6037,44703,School,2013-01-03,23.92
7664,44704,SelfTaken,2013-01-03,35.44
8702,44705,Wedding,2013-01-03,341.41
10220,44706,,2013-01-03,51.32
2783,44707,Wedding.,2013-01-03,325.71
15609,44708,Passport,2013-01-04,24.560000000000002
14383,44709,SelfTaken.,2013-01-04,30.92
12861,44710,School,2013-01-04,27.79
11024,44711,Official.,2013-01-04,26.55
13903,44712,Passport,2013-01-04,25.66
14689,44713,Wedding.,2013-01-04,342.93
2577,44714,Official,2013-01-04,21.130000000000003
5025,44715,Engagement.,2013-01-04,320.21
10701,44716,Wedding.,2013-01-04,321.79
4540,44717,Engagement.,2013-01-04,346.05
12544,44718,Passport.,2013-01-04,26.42
11266,44719,Engagement.,2013-01-04,332.41
7308,44720,SelfTaken,2013-01-04,44.65
9583,44721,School,2013-01-04,21.25
7127,44722,Wedding,2013-01-04,321.23
6719,44723,School,2013-01-04,27.71
16019,44724,Official,2013-01-04,20.33
8642,44725,,2013-01-04,27.0
10159,44726,School,2013-01-04,39.63
13706,44727,School.,2013-01-04,36.32
3946,44728,Official,2013-01-04,27.54
7373,44729,Engagement.,2013-01-04,324.04
13998,44730,Engagement.,2013-01-04,324.21
6255,44731,SelfTaken,2013-01-04,23.53
9365,44732,Wedding,2013-01-04,337.58
9286,44733,SelfTaken,2013-01-04,36.0
5034,44734,SelfTaken.,2013-01-04,28.15
5448,44735,Passport,2013-01-04,26.27
16053,44736,School.,2013-01-04,21.89
10015,44737,School,2013-01-04,34.19
16173,44738,School,2013-01-04,25.88
4094,44739,Wedding,2013-01-04,338.1
14176,44740,SelfTaken.,2013-01-04,38.99
14472,44741,Passport,2013-01-04,21.509999999999998
13092,44742,Engagement,2013-01-04,320.67
12514,44743,SelfTaken.,2013-01-04,22.07
3682,44744,Engagement,2013-01-04,323.4
16521,44745,Wedding,2013-01-04,331.47
8554,44746,Passport.,2013-01-04,27.57
5057,44747,Passport,2013-01-04,28.41
15896,44748,Passport.,2013-01-04,40.489999999999995
9535,44749,SelfTaken,2013-01-04,31.38
5682,44750,School.,2013-01-04,24.68
9486,44751,Wedding.,2013-01-04,324.49
12313,44752,School.,2013-01-04,23.740000000000002
15754,44753,Passport.,2013-01-04,30.04
12874,44754,Official,2013-01-04,33.18
6713,44755,School.,2013-01-04,29.53
3888,44756,SelfTaken.,2013-01-04,32.980000000000004
5641,44757,Engagement,2013-01-04,322.62
7371,44758,School.,2013-01-04,34.94
2577,44759,Official,2013-01-04,26.96
3507,44760,Engagement.,2013-01-04,330.35
8719,44761,Official.,2013-01-04,32.03
10792,44762,SelfTaken.,2013-01-04,24.240000000000002
5885,44763,Wedding,2013-01-04,325.02
13578,44764,Wedding,2013-01-04,329.53
8705,44765,Passport.,2013-01-04,20.9
6629,44766,Official,2013-01-04,20.35
12263,44767,SelfTaken,2013-01-04,26.34
2807,44768,Engagement,2013-01-04,327.92
4949,44769,School,2013-01-04,36.75
6779,44770,,2013-01-04,32.620000000000005
9251,44771,Engagement,2013-01-04,329.1
7126,44772,Wedding.,2013-01-04,322.36
16375,44773,School,2013-01-04,32.69
16037,44774,SelfTaken,2013-01-04,28.66
6003,44775,Official.,2013-01-04,24.47
6363,44776,Official.,2013-01-04,22.72
6613,44777,Official,2013-01-04,32.4
4527,44778,Official,2013-01-04,27.02
10859,44779,SelfTaken,2013-01-04,22.2
9598,44780,Wedding.,2013-01-04,320.64
2691,44781,SelfTaken.,2013-01-04,20.17
4163,44782,Official,2013-01-04,25.22
7238,44783,Official,2013-01-04,26.009999999999998
9578,44784,SelfTaken,2013-01-04,38.15
7233,44785,Official.,2013-01-04,31.7
4094,44786,Passport,2013-01-04,43.25
8738,44787,SelfTaken.,2013-01-04,25.13
10473,44788,Wedding,2013-01-04,326.13
12162,44789,SelfTaken,2013-01-04,21.88
6175,44790,SelfTaken,2013-01-04,26.68
3078,44791,Official.,2013-01-04,21.310000000000002
8676,44792,,2013-01-04,20.95
4661,44793,School,2013-01-04,20.55
9119,44794,Wedding,2013-01-04,325.6
9356,44795,School.,2013-01-04,26.34
8604,44796,Engagement,2013-01-04,327.93
13194,44797,SelfTaken,2013-01-04,28.48
11099,44798,Official.,2013-01-04,25.15
10078,44799,School,2013-01-04,30.54
14851,44800,Engagement.,2013-01-04,320.13
12083,44801,School.,2013-01-04,26.68
10726,44802,School,2013-01-04,21.490000000000002
15665,44803,,2013-01-04,24.84
11882,44804,Passport.,2013-01-04,22.759999999999998
14092,44805,SelfTaken.,2013-01-04,34.29
14452,44806,Passport,2013-01-04,27.6
10942,44807,Wedding.,2013-01-04,328.41
6191,44808,School,2013-01-04,30.009999999999998
7197,44809,Passport,2013-01-04,32.76
6718,44810,Wedding.,2013-01-04,322.65
3106,44811,,2013-01-04,33.03
6972,44812,Official,2013-01-04,28.9
15952,44813,School.,2013-01-04,23.37
14701,44814,Official.,2013-01-04,31.5
14810,44815,Official,2013-01-04,23.61
5728,44816,Engagement,2013-01-04,324.03
5521,44817,Wedding.,2013-01-04,323.47
3967,44818,Official,2013-01-04,39.82
16021,44819,Official,2013-01-04,31.060000000000002
4984,44820,School,2013-01-04,21.7
4642,44821,SelfTaken,2013-01-04,20.3
11040,44822,Engagement,2013-01-04,336.66
14566,44823,Passport.,2013-01-04,21.22
10232,44824,Wedding.,2013-01-04,320.13
9051,44825,Official.,2013-01-04,23.95
3771,44826,School.,2013-01-04,25.22
12547,44827,SelfTaken.,2013-01-04,21.12
9040,44828,Official,2013-01-04,20.48
6947,44829,SelfTaken.,2013-01-04,23.17
15458,44830,School,2013-01-04,37.26
13842,44831,Wedding.,2013-01-04,337.44
10958,44832,Official.,2013-01-04,30.68
5110,44833,SelfTaken,2013-01-04,29.89
8526,44834,Wedding,2013-01-04,334.94
16390,44835,Official,2013-01-04,35.53
14085,44836,Passport.,2013-01-04,27.7
15597,44837,Passport.,2013-01-04,21.439999999999998
5926,44838,Passport.,2013-01-04,30.34
9159,44839,Official,2013-01-04,22.96
12873,44840,Engagement,2013-01-04,332.93
14207,44841,Passport.,2013-01-04,31.58
13544,44842,School.,2013-01-04,23.490000000000002
6717,44843,Engagement,2013-01-04,327.32
4790,44844,SelfTaken.,2013-01-04,40.480000000000004
9434,44845,Official.,2013-01-04,26.490000000000002
7734,44846,,2013-01-04,25.46
9952,44847,SelfTaken,2013-01-04,31.72
8563,44848,SelfTaken,2013-01-04,33.37
4424,44849,SelfTaken.,2013-01-04,32.43
7224,44850,Wedding,2013-01-04,337.76
16789,44851,Passport,2013-01-04,24.48
11917,44852,Passport.,2013-01-04,36.08
14428,44853,School,2013-01-04,26.47
14658,44854,SelfTaken.,2013-01-04,24.91
5271,44855,Passport,2013-01-04,20.55
4817,44856,SelfTaken.,2013-01-04,36.68
13974,44857,SelfTaken.,2013-01-04,36.739999999999995
16580,44858,SelfTaken,2013-01-04,22.38
6122,44859,Wedding,2013-01-04,321.74
12847,44860,Engagement,2013-01-04,337.74
10857,44861,Wedding.,2013-01-04,327.98
3656,44862,Official,2013-01-04,23.16
15871,44863,SelfTaken.,2013-01-04,29.53
13668,44864,Engagement,2013-01-04,331.07
13866,44865,School.,2013-01-04,23.55
6544,44866,Engagement.,2013-01-04,325.71
14841,44867,Passport.,2013-01-04,20.59
8664,44868,School,2013-01-04,23.14
16410,44869,School,2013-01-04,27.05
16881,44870,SelfTaken.,2013-01-04,24.9
13721,44871,Wedding.,2013-01-04,329.03
3033,44872,SelfTaken,2013-01-04,25.17
6441,44873,Passport.,2013-01-04,29.39
6140,44874,Engagement.,2013-01-04,329.08
15814,44875,Engagement,2013-01-04,328.87
16279,44876,Official,2013-01-04,26.45
5105,44877,Official,2013-01-04,32.82
13219,44878,School,2013-01-04,20.759999999999998
6390,44879,Official,2013-01-04,35.81
10737,44880,Engagement.,2013-01-04,324.55
13333,44881,Passport.,2013-01-04,23.83
5798,44882,Engagement.,2013-01-04,327.78
7196,44883,Passport,2013-01-04,24.89
7658,44884,Official,2013-01-04,25.82
16299,44885,SelfTaken,2013-01-04,21.89
12540,44886,Official,2013-01-04,25.84
3658,44887,Official.,2013-01-04,32.67
13757,44888,Passport,2013-01-04,24.31
12051,44889,Wedding.,2013-01-04,325.45
3926,44890,Wedding.,2013-01-04,334.69
13018,44891,Engagement.,2013-01-04,320.64
7531,44892,Official.,2013-01-04,26.15
7152,44893,Passport.,2013-01-04,32.82
16187,44894,SelfTaken.,2013-01-04,29.86
8203,44895,Engagement.,2013-01-04,341.17
4608,44896,SelfTaken,2013-01-04,31.33
15800,44897,Engagement,2013-01-04,326.01
14126,44898,Engagement.,2013-01-04,339.87
16870,44899,Passport,2013-01-04,31.54
16460,44900,Engagement.,2013-01-04,320.95
5648,44901,Passport.,2013-01-04,38.11
8228,44902,Passport.,2013-01-04,27.32
11090,44903,Engagement,2013-01-04,322.25
6758,44904,School,2013-01-04,20.75
3981,44905,School,2013-01-04,21.02
16382,44906,SelfTaken,2013-01-04,25.45
11525,44907,SelfTaken,2013-01-04,32.019999999999996
10983,44908,Official.,2013-01-04,22.86
7072,44909,Wedding.,2013-01-04,334.13
14732,44910,Passport,2013-01-04,36.33
2903,44911,Engagement,2013-01-04,324.12
3480,44912,Engagement.,2013-01-04,325.93
4674,44913,SelfTaken,2013-01-04,20.369999999999997
14950,44914,Passport,2013-01-04,36.81
10855,44915,SelfTaken,2013-01-04,23.72
12175,44916,Wedding.,2013-01-04,321.76
7288,44917,Engagement,2013-01-04,327.57
12409,44918,Wedding,2013-01-04,320.94
3465,44919,Passport.,2013-01-04,20.57
5382,44920,Official.,2013-01-04,38.230000000000004
7174,44921,Engagement.,2013-01-04,323.84
4179,44922,Official.,2013-01-04,23.27
15000,44923,Passport.,2013-01-04,30.04
6320,44924,Passport,2013-01-04,25.53
4436,44925,School.,2013-01-04,29.5
8067,44926,School,2013-01-04,23.45
10763,44927,SelfTaken.,2013-01-04,24.509999999999998
10746,44928,Wedding.,2013-01-04,327.06
5618,44929,Passport,2013-01-04,35.86
4143,44930,SelfTaken.,2013-01-04,20.119999999999997
14144,44931,Official,2013-01-04,22.259999999999998
7209,44932,Wedding.,2013-01-04,325.89
16479,44933,Wedding,2013-01-04,338.21
6244,44934,Wedding.,2013-01-04,332.02
11847,44935,School.,2013-01-04,33.94
6994,44936,Wedding.,2013-01-04,333.83
7258,44937,Official.,2013-01-04,29.86
5455,44938,SelfTaken.,2013-01-04,23.04
10797,44939,Engagement,2013-01-04,340.45
15898,44940,School.,2013-01-04,23.84
13868,44941,Engagement.,2013-01-04,322.65
7039,44942,Passport.,2013-01-04,24.35
9309,44943,Official.,2013-01-04,38.129999999999995
3074,44944,Passport.,2013-01-04,27.7
11564,44945,,2013-01-04,28.36
2711,44946,Passport.,2013-01-04,22.13
7530,44947,Wedding,2013-01-04,328.85
16169,44948,Official,2013-01-04,27.42
8533,44949,School,2013-01-04,26.03
9354,44950,Passport.,2013-01-04,29.71
16742,44951,SelfTaken,2013-01-04,24.82
3764,44952,SelfTaken.,2013-01-04,46.07
5298,44953,Official,2013-01-04,26.78
6722,44954,Official,2013-01-04,28.9
3542,44955,Passport,2013-01-04,44.64
16915,44956,School,2013-01-04,38.730000000000004
12042,44957,School,2013-01-04,27.759999999999998
10912,44958,School,2013-01-04,29.18
4873,44959,Wedding.,2013-01-04,324.28
7932,44960,Wedding.,2013-01-04,333.7
7317,44961,Wedding.,2013-01-04,324.07
11248,44962,Passport.,2013-01-04,22.54
5318,44963,Passport.,2013-01-04,35.15
7080,44964,SelfTaken.,2013-01-04,29.85
5814,44965,Official,2013-01-04,20.36
15564,44966,SelfTaken,2013-01-04,22.869999999999997
4771,44967,SelfTaken.,2013-01-05,26.07
5560,44968,School.,2013-01-05,23.259999999999998
14625,44969,Passport,2013-01-05,23.0
5807,44970,Wedding.,2013-01-05,323.87
8972,44971,SelfTaken,2013-01-05,23.53
5695,44972,,2013-01-05,20.36
7999,44973,Wedding,2013-01-05,330.08
13198,44974,Official,2013-01-05,21.41
9486,44975,SelfTaken.,2013-01-05,22.42
11192,44976,Passport,2013-01-05,20.05
8857,44977,School.,2013-01-05,22.39
13958,44978,School,2013-01-05,24.47
12598,44979,School.,2013-01-05,21.130000000000003
8149,44980,Official,2013-01-05,31.27
5505,44981,SelfTaken.,2013-01-05,29.15
2754,44982,,2013-01-05,24.65
3705,44983,Passport,2013-01-05,24.38
15165,44984,Engagement.,2013-01-05,335.79
4522,44985,SelfTaken.,2013-01-05,20.11
9669,44986,Wedding.,2013-01-05,331.33
15965,44987,Wedding,2013-01-05,327.45
4202,44988,,2013-01-05,38.730000000000004
14781,44989,School.,2013-01-05,21.87
13336,44990,Official,2013-01-05,26.11
16366,44991,Official.,2013-01-05,24.96
10952,44992,School,2013-01-05,33.9
16333,44993,Engagement.,2013-01-05,320.67
15203,44994,Wedding,2013-01-05,322.91
8490,44995,Official.,2013-01-05,23.13
10653,44996,School.,2013-01-05,30.78
14623,44997,SelfTaken,2013-01-05,24.86
8361,44998,School,2013-01-05,20.67
3009,44999,Official,2013-01-05,20.05
8636,45000,SelfTaken.,2013-01-05,31.25
12556,45001,SelfTaken,2013-01-05,24.240000000000002
16782,45002,,2013-01-05,33.42
15936,45003,Wedding,2013-01-05,328.57
